,REPORT_DATE,REPORTED_DATE,FREQ_CODE,SECURITY_CODE,AUDITED,MONTH_IN_PERIOD,SCFI_1,SCFI_2,SCFI_3,SCFI_3_1,SCFI_4,SCFI_5,SCFI_5_1,SCFI_7,SCFI_6,SCFI_9,SCFI_10,SCFI_11,SCFI_11_1,SCFI_11_2,SCFI_11_3,SCFI_11_4,SCFI_12,SCFI_13,SCFI_14,SCFI_14_1,SCFI_14_2,SCFI_15,SCFI_16,SCFI_16_1,SCFI_17,SCFI_18,SCFI_19,SCFI_19_1,SCFI_19_2,SCFI_19_3,SCFI_20,SCFI_20_1,SCFI_20_2,SCFI_20_3,SCFI_20_4,SCFI_20_5,SCFI_21,SCFI_21_1,SCFI_31,SCFI_32,SCFI_33,SCFI_34,SCFI_40,SCFI_40_1,SCFI_40_2,SCFI_40_3,SCFI_40_4,SCFI_40_5,SCFI_40_6,SCFI_30,SCFI_35,SCFI_36,SCFI_37,SCFI_38,SCFI_39,SCFI_45,SCFI_45_1,SCFI_46,SCFI_47,SCFI_48,SCFI_49,SCFI_50,SCFI_50_1,SCFI_50_2,SCFI_42,SCFI_42_1,SCFI_42_2,SCFI_51,SCFI_51_1,SCFI_51_2,SCFI_52,SCFI_44,SCFI_43,SCFI_43_1,SCFI_60,SCFI_61,SCFI_62,SCFI_62_1,SCFI_62_2,SCFI_63,SCFI_64,SCFI_65,SCFI_70,SCFI_71,SCFI_72,SCFI_73,SCFI_73_1,SCFI_73_2,SCFI_74,SCFI_74_1,SCFI_74_2,SCFI_74_3,SCFI_75,SCFI_76,SCFI_80,SCFI_90,SCFI_101,SCFI_101_1,SCFI_101_3,SCFI_101_2,SCFI_102,SCFI_103,SCFI_103_1,SCFI_103_3,SCFI_103_2,SCFI_104,SCFI_01A,SCFI_02A,SCFI_03A,SCFI_04A,SCFI_04A1,SCFI_04A2,SCFI_05A,SCFI_06A,SCFI_07A,SCFI_09A,SCFI_11A,SCFI_12A,SCFI_13A,SCFI_14A,SCFI_15A,SCFI_20A,SCFI_30A,SCFI_31A,SCFI_32A,SCFI_32_A1,SCFI_32_A2,SCFI_32_A3,SCFI_34A,SCFI_33A,SCFI_35A,SCFI_35_A1,SCFI_36A,SCFI_37A,SCFI_40A,SCFI_41A,SCFI_42A,SCFI_42_1A,SCFI_42_2A,SCFI_42_3A,SCFI_43A,SCFI_44A,SCFI_45A,SCFI_45_1A,SCFI_46A,SCFI_47A,SCFI_8,SCFI_41,SCFI_08A,SCFI_10A,CREATED_DATE,UPDATED_DATE
0,2021-06-30,2021-08-13 00:00:00,S,VFS,Y,0,23002399449.0,-10925898.0,861222156.0,,,,,-4926942577.0,4054794523.0,,3652216921.0,4302899415.0,,,,,,-650682494.0,,,,,,,,-11342004260.0,-11342004260.0,,,,,,,,,,,,1609866535.0,104000000000.0,1104568681.0,,-523496880.0,,,,,,,15301686212.0,,2809128454.0,449534905.0,,1802328403.0,-55405000.0,,39346250.0,-432162192.0,-171339297.0,,2850.0,,,-116981517.0,,,,,,-767123291.0,-9068493147.0,-1267695213.0,,115192230624.0,-337270000.0,,,,,,4926942577.0,4589672577.0,,,,,,-100000000000.0,,,-100000000000.0,,,-100000000000.0,19781903201.0,174551509917.0,174551509917.0,,,,194333413118.0,194333413118.0,,,,24410113678649.0,-24525154210464.0,,,,,,,,,,,,,,-115040531815.0,579370935782.0,,568404624382.0,,,,10966311400.0,,,,,,464330403967.0,,460621068967.0,,,,,3709335000.0,,,,,,478464871.0,,,2024-10-16 23:27:57.921834,2025-06-06 16:24:48.378531
1,2021-06-30,2021-08-16 00:00:00,S,APS,Y,0,47133034422.0,-1261747247.0,82730411.0,,,,,,,,-2615754014.0,-2615754014.0,,,,,,,,,,,,,,-19451739804.0,-19451739804.0,,,,,,,,,,,,5911640380.0,,8122861599.0,,866066488.0,,,,,,,23803793357.0,53286100000.0,2243933024.0,-647593000.0,,-830202382.0,238748020.0,,136503208.0,364899329.0,-694088096.0,,281575159.0,,,-505356684.0,,,189531466.0,,,,,-3621851067.0,,90028748572.0,-163000000.0,,,,,,,-163000000.0,,,,,,,,,,,,,89865748572.0,59715093062.0,59715093062.0,,,,149580841634.0,69580841634.0,,80000000000.0,,462998222900.0,-398220805100.0,,,,,,,965052452689.0,,-408896170.0,,,19348311720.0,-19624033753.0,46140854725.0,205785330760.0,,205349085361.0,,,,22856248.0,,413389151.0,,,,251926185485.0,,251384554266.0,,,,,403964101.0,137667118.0,,,,-1344477658.0,882187771.0,-983004397561.0,,2024-10-16 23:27:57.921834,2025-06-06 16:24:48.378531
2,2021-06-30,2021-08-16 00:00:00,S,VIG,Y,0,-3737292815.0,1945296820.0,305776206.0,,-124051000.0,-709132.0,,-82544543.0,1846825289.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2086471804.0,,635654235.0,,,,,,,-1791995995.0,,,-102000000.0,,215744051.0,-302351158.0,,47200795.0,458121528.0,310857030.0,,126737945.0,,,-223555709.0,,,209434240.0,,,-53200000.0,,,,842118766.0,,,,,,,82544543.0,82544543.0,,,,,,,,,,,,,924663309.0,1212163011.0,1212163011.0,,,,2136826320.0,2137535452.0,,,-709132.0,1127874136900.0,-1099666983000.0,,,,,,,429672385221.0,,,,,35724320942.0,-35724351442.0,27664784619.0,10125248840.0,10125248840.0,6177988266.0,,,,3947260574.0,,,,,,37790033459.0,37790033459.0,35728820789.0,,,,,2061212670.0,,,,,,-775000000.0,-430214724002.0,,2024-10-16 23:27:57.921834,2025-06-06 16:24:48.378531
3,2023-06-30,2023-08-08 00:00:00,S,FTS,Y,0,266995874135.0,-1288217815.0,9583819744.0,,17775000.0,,,-33109092.0,,,893235.0,893235.0,,,,,,,,,,,,,,-28180138968.0,-28180138968.0,,,,,,,,,,,,-164226061845.0,,-623109107055.0,,414383997.0,,,,,,,237528410587.0,,-62290548.0,-3879547823.0,,587088129.0,660123427.0,,264506500.0,-5165571949.0,-14531991259.0,,597485116682.0,,,-441728697.0,,,,,,-29680391474.0,,-39456866147.0,,-44020951687.0,-6332977827.0,33109092.0,,,,,,-6299868735.0,,,3470219553218.0,,3470219553218.0,-3244244614376.0,,,-3244244614376.0,,-97100349500.0,128874589342.0,78553768920.0,262794899508.0,112794899508.0,,150000000000.0,,341348668428.0,86348668428.0,,255000000000.0,,53282537208040.0,-50044592623890.0,,,,,,,-2504536847772.0,,-6334952286.0,,,900612193336.0,-895716654208.0,731968323220.0,2528800517659.0,,2528623967684.0,,,,,,176549975.0,,,,3260768840879.0,,3255696751776.0,,,,,,5072089103.0,,,3260768840879.0,-10856703467.0,-407024212.0,,,2024-10-16 23:27:57.921834,2025-06-06 16:24:48.378531
4,2021-06-30,2021-08-16 00:00:00,S,SBSI,Y,0,29472128060.0,2856228101.0,2939891270.0,,,,,-83663169.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-74703232945.0,84819199452.0,-12136988195.0,,,,,,,32328356161.0,-466356164.0,-141428471.0,-370522127.0,,347851.0,375368750.0,,,1893119604.0,215435180.0,,-12024870.0,,,367141255.0,,,58178044800.0,,,-58178044800.0,,-789067942.0,,33201158640.0,-500000000.0,,,,,,83663169.0,-416336831.0,,,,,,,,,,,-20340000000.0,-20340000000.0,12444821809.0,13632854390.0,13632854390.0,,,,26077676199.0,26077676199.0,,,,8450742851100.0,-8187672053700.0,,,,,,,3100254260492.0,,,,,24379907550.0,-24378473050.0,24096021764.0,9195672785.0,9195672785.0,8761527792.0,,,,433384993.0,,760000.0,,,,33291694549.0,33291694549.0,33280453314.0,,,,,9046735.0,2194500.0,,,,,1821811101.0,-3339230470628.0,,2024-10-16 23:27:57.921834,2025-06-06 16:24:48.378531
5,2022-06-30,2022-07-28 00:00:00,S,AGR,Y,0,87414497765.0,-10907778417.0,3709136746.0,,626526675.0,,,-1209391598.0,,,26488080277.0,7011203170.0,,,,,,19476877107.0,,,,,,,,-8775449397.0,-8775449397.0,,,,,,,,,,,,52321726093.0,-63000000000.0,277248011482.0,,-2810094620.0,,,,,,,94219350228.0,,9625091773.0,4671801301.0,,1156338726.0,-2780346288.0,,-6000000.0,-31431754447.0,-13490121259.0,,-1332663131.0,,,1388729225.0,,,20380580.0,,,,-23192334763.0,,,303645298714.0,,1615000.0,,,,,,1615000.0,,,882900000000.0,,882900000000.0,-1058900000000.0,,,-1058900000000.0,,,-176000000000.0,127646913714.0,27252728468.0,27252728468.0,,,,154899642182.0,4899642182.0,,150000000000.0,,14454730291100.0,-13861387049300.0,,,,,,,-709560814957.0,,,,,303715756236.0,-351750955916.0,-164252772837.0,645697274287.0,645697274287.0,638812745600.0,,,,,412840.0,6884115847.0,,,,481444501450.0,481444501450.0,478863432242.0,,,,187282939.0,,2393786269.0,,,,-14034050240.0,1037183814.0,,,2024-10-16 23:27:57.921834,2025-06-06 16:24:48.378531
6,2022-06-30,2022-08-11 00:00:00,S,TVS,Y,0,11554679673.0,-141326401161.0,2317609754.0,,,,,,77379826263.0,,153606100932.0,153606100932.0,,,,,,,,,,,,,,-4403853546.0,-4403853546.0,,,,,,,,,,,,313658025758.0,-2372920994880.0,232895317454.0,-94037270066.0,-2062036697.0,,,,,,,-78081777882.0,-18066660000.0,121133383007.0,29195610572.0,,-124810857260.0,9056988381.0,,-30826000.0,-10851647205.0,-26987271113.0,,2003437178165.0,,,1578654361.0,,,72941870.0,,,,-51659951334.0,-86425660570.0,,-58651251984.0,-1745186600.0,,,,,,,-1745186600.0,280000000.0,,5400198508460.0,,5400198508460.0,-5308741341260.0,,,-5308741341260.0,,-3527730.0,91733639470.0,31337200886.0,350066827995.0,317066827995.0,,33000000000.0,,381404028881.0,381404028881.0,,,,1397959371600.0,-782588816900.0,,,,,,,2824279670571.0,,-193119859.0,,,49010724891.0,-14437343000.0,33451397274.0,192238525886.0,192238525886.0,192210819806.0,,,,27706080.0,,,,,,225689923160.0,225689923160.0,225662194504.0,,,,,27728656.0,,,,,-221023837178.0,-1256702325.0,-3440579090029.0,,2024-10-16 23:27:57.921834,2025-06-06 16:24:48.378531
7,2023-06-30,2023-08-14 00:00:00,S,HFT,Y,0,8116540923.0,-11196428409.0,6680052768.0,,,,,1120249075.0,26609019741.0,,17050.0,17050.0,,,,,,,,,,,,,,,,,,,,,,,,,,,473622178402.0,400000000000.0,-567572561773.0,,-2265014664.0,,,,,,,-3079870436.0,28599310.0,50210951420.0,-55945533.0,,491029822.0,-1156325830.0,,,-623998306.0,-49179650.0,,17619897.0,,,-719604388.0,,,,,,,-30709656980.0,-389385106.0,,304010219973.0,-2218420000.0,,,,,,1574443575.0,-643976425.0,,,3444998650089.0,,,-3807398650089.0,,,,,,-362400000000.0,-59033756452.0,69031549737.0,69031549737.0,,,,9997793285.0,9997793285.0,,,,20618227428328.0,-21301308039694.0,,,,,,,26547842809241.0,,,,,57885347770.0,-57824564570.0,183748345515.0,549188401467.0,549188401467.0,338088924195.0,,,,211048028294.0,,51448978.0,,,,732936746982.0,732936746982.0,378742711028.0,,,,,354192076235.0,1959719.0,,,,-45605749993.0,-13738616212.0,-25681074635560.0,,2024-10-16 23:27:57.921834,2025-06-06 16:24:48.378531
8,2022-06-30,2022-08-12 00:00:00,S,CTS,Y,0,72476155171.0,-47383058337.0,3905790609.0,,294663614.0,0.0,,0.0,93391374655.0,0.0,264758098821.0,264758098821.0,,,,,0.0,0.0,0.0,,,0.0,0.0,,0.0,-166302517349.0,-166302517349.0,,,,0.0,,,,,,0.0,,150931832972.0,464865050000.0,-123522719517.0,-130900070000.0,-3854755000.0,,,,,,,123548678306.0,0.0,135027777418.0,1044317527.0,0.0,-378642647.0,619845466.0,,34866021.0,-3406622655.0,-22010967993.0,0.0,-9659944205.0,,,-121500894.0,,,169000000.0,,,-8547880000.0,-90374030428.0,-53858202071.0,,425260949693.0,-30000000.0,0.0,,,0.0,0.0,0.0,-30000000.0,0.0,0.0,15128931714832.0,0.0,0.0,-15752073134832.0,0.0,0.0,0.0,0.0,0.0,-623141420000.0,-197910470307.0,336585016517.0,336585016517.0,,0.0,0.0,138674546210.0,138674546210.0,,0.0,0.0,51069726582399.0,-53829516813538.0,0.0,0.0,,,0.0,0.0,2637931184211.0,0.0,-4117201740.0,0.0,0.0,1364810327464.0,-1364335908813.0,-125501830017.0,674823503136.0,674823503136.0,306417461887.0,,,,46355339520.0,317751587134.0,4245114595.0,,0.0,0.0,549321673119.0,549321673119.0,362888466619.0,0.0,,,160539720400.0,21173952854.0,4719533246.0,0.0,0.0,0.0,-144974887215.0,-4345082607.0,0.0,0.0,2024-10-16 23:27:57.921834,2025-06-06 16:24:48.378531
9,2022-06-30,2022-08-12 00:00:00,S,SJCS,Y,0,-6098562619.0,4504374990.0,1147183905.0,,,,,4427425748.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-95000000000.0,-85182036.0,,69897222.0,,,,,,,-1594187629.0,,,-631366905.0,,-295282905.0,-308395580.0,,-19876200.0,,,,-864437419.0,,,-5522610137.0,,,,,,,,,,-104259788846.0,-2412500000.0,1109090909.0,,,,,,-1303409091.0,,,,,,,,,,,,,-105563197937.0,125456278760.0,10956278760.0,,114500000000.0,,19893080823.0,4893080823.0,,15000000000.0,,18086012301.0,-16234452828.0,,,,,,,,-101392828.0,,239164844.0,-24017324.0,,,1965314165.0,670183612.0,670183612.0,,,,,,89185000.0,580998612.0,,,,2635497777.0,2635497777.0,728643985.0,,,,1324342284.0,,582511508.0,,,,-1070234663.0,-8347257.0,,,2024-10-16 23:27:57.921834,2025-06-06 16:24:48.378531
10,2022-06-30,2022-08-12 00:00:00,S,APG,Y,0,818580975.0,4725842914.0,672182423.0,,,,,81485627.0,3972174864.0,,223824359599.0,223824359599.0,,,,,,,,,,,,,,,,,,,,,,,,,,,-221987345318.0,-40000000000.0,300487917205.0,,-1484436779.0,,,,,,,229368783488.0,492000000.0,-46035140017.0,581001466.0,,97703633.0,-650300594241.0,,2012599.0,-2864525417.0,-487264694.0,,398710714.0,,,-1110491542.0,,,,,,,-4853282788.0,-40640673255.0,,-480723331248.0,-672182423.0,,,,-34570000000.0,,81485627.0,-35160696796.0,731472929200.0,,82550000000.0,,82550000000.0,-68400000000.0,,,-68400000000.0,,,745622929200.0,229738901156.0,3791864553.0,3791864553.0,,,,233530765709.0,233530765709.0,,,,6628308786780.0,-6837694248900.0,,,,,,,10168492968160.0,,-1281814286.0,,,,-237817485000.0,-24794189584.0,45889693505.0,45889693505.0,45889693505.0,,,,,,,,,,21095503921.0,21095503921.0,21095503921.0,,,,,,,,,,,-2387706301.0,-9744802396338.0,,2024-10-16 23:27:57.921834,2025-06-06 16:24:48.378531
11,2022-06-30,2022-08-12 00:00:00,S,AAS,Y,0,256774678386.0,2988877625.0,628033358.0,,,,,-494699958.0,2855544225.0,,-170358700.0,-170358700.0,,,,,,,,,,,,,,,,,,,,,,,,,,,-305106101322.0,-122000000000.0,103871898671.0,,-7450696866.0,,,,,,,-535753444114.0,2009300000.0,-12864300573.0,38604829.0,,594728692.0,-78732068772.0,,,-7584927778.0,-126104237.0,,18671864791.0,,,-33421757428.0,,,,,,,-663097815.0,-92990786306.0,,-276160246803.0,-1968630000.0,,,,,,494699958.0,-473930042.0,,,161288000000.0,,161288000000.0,-33400000002.0,,,-33400000002.0,,,127887999998.0,-149746176847.0,536354670382.0,536354670382.0,,,,386608493535.0,386608493535.0,,,,1772226972100.0,-1708114899900.0,,,,,,,4444519356224.0,,-330080767.0,,,9233984515.0,,-34646951309.0,62652824787.0,62652824787.0,62639652607.0,,,,,13172180.0,,,,,28005873478.0,28005873478.0,27933488161.0,,,,72385317.0,,,,,,,,-4552182283481.0,,2024-10-16 23:27:57.921834,2025-06-06 16:24:48.378531
12,2023-06-30,2023-08-14 00:00:00,S,VIG,Y,0,18931564733.0,504330179.0,543696213.0,,-50009870.0,,,,10643836.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-55595000000.0,-130000000000.0,35751614.0,,80023074524.0,,,,,,,19435894912.0,36750000000.0,-5831554792.0,2511282882.0,,3926717598.0,286640061.0,,-11725272.0,-251572109.0,81999477.0,,-531758743.0,,,-752254736.0,,,,,,,-10643836.0,,,-49933148420.0,-7114722700.0,,,,,,,-7114722700.0,,,,,,,,,,,,,-57047871120.0,112205039750.0,112205039750.0,,,,55157168630.0,2157168630.0,,53000000000.0,,2183677898500.0,-1764106987600.0,,,,,,,781802670715.0,,,,,137769421607.0,-137769421607.0,18265351200.0,293774676.0,293774676.0,242487620.0,,,,,51287056.0,,,,,696633472.0,696633472.0,109017684.0,,,,587615788.0,,,,,,,,-1183108230415.0,,2024-10-16 23:27:57.921834,2025-06-06 16:24:48.378531
13,2024-06-30,,Q,SBS,Y,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14214169814.0,2887424.0,0.0,0.0,0.0,0.0,0.0,2578055459.0,2580942883.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-11633226931.0,16052808110.0,16052808110.0,0.0,0.0,0.0,4419581179.0,4419581179.0,0.0,0.0,0.0,2453105922520.0,-2385929404912.0,0.0,0.0,0.0,0.0,0.0,0.0,10985170242095.0,0.0,-1403010361.0,0.0,0.0,52482930884.0,0.0,-16728517633.0,534403289937.0,534403289937.0,341242927263.0,0.0,0.0,0.0,193160362674.0,0.0,0.0,0.0,0.0,0.0,517674772304.0,517674772304.0,283334329350.0,0.0,0.0,0.0,0.0,234340442954.0,0.0,0.0,0.0,0.0,0.0,0.0,-11120155197859.0,0.0,2024-10-16 23:27:57.921834,2025-06-06 16:24:48.378531
14,2024-06-30,,Q,PSI,Y,3,9748931703.0,23324628643.0,1769358382.0,0.0,152445032.0,0.0,0.0,-516792754.0,21919617983.0,0.0,1388610260.0,1388610260.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3614231760.0,-3614231760.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17096015313.0,51617141490.0,-150000000000.0,114920118215.0,0.0,-217155171.0,775910779.0,0.0,0.0,0.0,0.0,0.0,23712655816181.0,0.0,-5602000248.0,-610692985.0,0.0,19325241.0,-4575577801.0,0.0,7793768.0,-440596768.0,1417057502.0,0.0,23726897468369.0,-2393717251.0,0.0,3304687837.0,0.0,-21074736096.0,176001185250.0,0.0,176001185250.0,-180017500000.0,0.0,0.0,-180017500000.0,23743503755027.0,0.0,0.0,0.0,0.0,0.0,0.0,516792754.0,516792754.0,0.0,0.0,-8270438320800.0,0.0,-8270438320800.0,-15002872389336.0,0.0,0.0,-15002872389336.0,0.0,0.0,-23273310710136.0,470709837645.0,224830133379.0,224830133379.0,0.0,0.0,0.0,695539971024.0,695539971024.0,0.0,0.0,0.0,16249706610507.0,-12906425436040.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-864880967.0,0.0,0.0,150932095383.0,-151460957278.0,-236742566452.0,511268940260.0,511268940260.0,392832636336.0,0.0,0.0,0.0,118436303924.0,0.0,0.0,0.0,0.0,0.0,274526373808.0,274526373808.0,274143234796.0,0.0,0.0,0.0,0.0,383138775.0,237.0,0.0,0.0,0.0,0.0,2627104050.0,-3578629998057.0,0.0,2024-10-16 23:27:57.921834,2025-06-06 16:24:48.378531
15,2024-06-30,2024-08-14 00:00:00,S,KVS,Y,0,2563149826.0,-140984611.0,136711716.0,,,,,-277696327.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-350711480.0,,,,,,,-701037840.0,,,,,-37987170.0,11188.0,,16758900.0,-353190227.0,115744800.0,,,,,,,,,,,,,,,1721127375.0,,,,,,,303696321.0,303696321.0,280000000000.0,,,,,,,,,,,280000000000.0,282024823696.0,97290762058.0,97290762058.0,,,,379315585754.0,379315585754.0,,,,,,,,,,,,,,,,,4965247.0,,4965247.0,111358194.0,,103835690.0,,,,,,7522504.0,,,,116323441.0,,103835690.0,,,,,,12487751.0,,,116323441.0,,-91666666.0,,,2024-10-16 23:27:57.921834,2025-06-06 16:24:48.378531
16,2024-09-30,2024-10-07 00:00:00,Q,MBS,N,0,258562457950.0,144576752786.0,14539668770.0,,14484226140.0,0.0,,384818182.0,139341633853.0,0.0,-147544003.0,-147544003.0,,,,,0.0,0.0,0.0,,,0.0,0.0,,0.0,3561501776.0,-2522103664.0,,,,6083605440.0,,,,,,0.0,,-98716426366.0,-936153358965.0,113026619485.0,-193838572362.0,5923366521.0,,,,,,,406553168509.0,0.0,-5535815232.0,11252266161.0,0.0,7020192249.0,-4690848413.0,,-193417000.0,-8629219385.0,-3839164145.0,0.0,55167852434.0,,,3983667048.0,,,0.0,,,0.0,-148669564305.0,-54470281374.0,,-848614999891.0,-83471425.0,-384818182.0,,,0.0,0.0,0.0,-468289607.0,1094099880000.0,0.0,9220307565436.0,0.0,9220307565436.0,-8082144839061.0,0.0,0.0,-8082144839061.0,0.0,-525167942400.0,1707094663975.0,858011374477.0,0.0,0.0,,0.0,0.0,858011374477.0,973011374477.0,,-115000000000.0,0.0,53208080106568.0,-53380645953563.0,0.0,0.0,,,0.0,0.0,-727214784831.0,-4060576213.0,0.0,0.0,0.0,546180179900.0,-584128809900.0,-941789838039.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,0.0,0.0,-941789838039.0,-941789838039.0,-664759743692.0,0.0,,,-239081464347.0,0.0,-37948630000.0,0.0,0.0,0.0,-24173594159.0,3194535249.0,0.0,0.0,2024-10-16 23:27:57.921834,2025-06-06 16:24:48.378531
17,2024-09-30,2024-10-07 00:00:00,Q,VIX,N,0,324736864051.0,-90408913991.0,1678533707.0,,0.0,0.0,,3040322733.0,24765180278.0,0.0,116529796130.0,116529796130.0,,,,,0.0,0.0,0.0,,,0.0,0.0,,0.0,-341137535146.0,-341137535146.0,,,,0.0,,,,,,0.0,,-3300011212323.0,0.0,-134196419228.0,0.0,43880894.0,,,,,,,9720211044.0,-373158000000.0,111208461852.0,-602026376.0,0.0,103106984.0,252255000000.0,,0.0,-1794161262.0,0.0,0.0,806875099.0,,,8603382398.0,,,0.0,,,0.0,-22587624659.0,-27184175240.0,,-3476296675325.0,-968546000.0,272727273.0,,,0.0,0.0,0.0,-695818727.0,6551923780000.0,0.0,2525800000000.0,0.0,0.0,-2019000000000.0,0.0,0.0,0.0,0.0,0.0,7058723780000.0,3581731285948.0,0.0,0.0,,0.0,0.0,3581731285948.0,3581731285948.0,,0.0,0.0,11251346608347.0,-10838143641920.0,0.0,0.0,,,0.0,0.0,15212701922818.0,0.0,0.0,0.0,0.0,0.0,0.0,308064866352.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,0.0,0.0,308064866352.0,308064866352.0,-105138100075.0,0.0,,,398.0,413202966029.0,0.0,0.0,0.0,0.0,-119892950709.0,496025492.0,-15317840022893.0,0.0,2024-10-16 23:27:57.921834,2025-06-06 16:24:48.378531
18,2021-06-30,2021-07-30 00:00:00,S,CASC,Y,0,1862082601.0,2637120652.0,477181809.0,,2159938843.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-116869429452.0,,,,-86067242.0,,,,,,,4499203253.0,39853300000.0,,9451145000.0,,200450000.0,-4696609261.0,,42073000.0,-1285016255.0,-128708764.0,,6914445.0,,,-111288239.0,,,,,,,,-327287157.0,,-69778702672.0,,,,,,,,-610000000.0,193084658000.0,,,,,,,,,,,193084658000.0,122695955328.0,108036002003.0,2036002003.0,,106000000000.0,,230731957331.0,70731957331.0,,160000000000.0,,,,,,,,,,,,,,,1629122400000.0,-1629122400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,-327382000.0,,,2024-10-16 23:27:57.921834,2025-06-06 16:24:48.378531
19,2022-06-30,2022-08-13 00:00:00,S,CASC,Y,0,3968588736.0,4118696730.0,547287269.0,,3619460453.0,,,-48050992.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-146552358212.0,,472598506.0,,-2873376.0,,,,,,,8087285466.0,-88235739499.0,690240231.0,-32220898.0,,-165700000.0,45795494037.0,,279811000.0,443940264.0,-921648000.0,,20063131713.0,,,-3052991767.0,,,,,,,,-2005160162.0,,-165207164086.0,-70525000.0,,,,,48050992.0,,-22474008.0,,,,,,,,,,,,,-165229638094.0,166498410237.0,166498410237.0,,,,1268772143.0,1268772143.0,,,,22002224106.0,-22239654401.0,,,,,,,21411811300.0,,-12815055.0,,,698200000000.0,-698200000000.0,-250245350.0,568453928.0,568453928.0,568453928.0,,,,,,,,,,318208578.0,318914978.0,318208578.0,,,,,,706400.0,,,-706400.0,,-70973389.0,-21411811300.0,,2024-10-16 23:27:57.921834,2025-06-06 16:24:48.378531
20,2023-06-30,2023-08-14 00:00:00,S,CASC,Y,0,12770957658.0,1928553147.0,955352022.0,,4998568.0,,,5474854.0,1013370466.0,-50642763.0,912517749.0,912517749.0,,,,,,,,,,,,,,-3751373524.0,-3751373524.0,,,,,,,,,,,,13388355775.0,,15174137.0,,26569229.0,,,,,,,-7897829965.0,72638501000.0,-764113844.0,-45018717965.0,,186285050.0,-25655940262.0,,56074000.0,-2037369951.0,-1052550000.0,,-19865816707.0,,,1991339967.0,,,,,,,-962212397.0,-868962940.0,,3962825065.0,,-11076452.0,,,,,,-11076452.0,,,18645000000.0,,,-21480000000.0,,,,,,-2835000000.0,1116748613.0,161969146.0,161969146.0,,,,1278717759.0,1278717759.0,,,,218783296644.0,-218813710065.0,,,,,,,181309481880.0,,-75446037.0,,,,,-105859458.0,648891927.0,648891927.0,648891927.0,,,,,,,,,,543032469.0,543032469.0,543032469.0,,,,,,,,,,,25554943.0,-181309481880.0,,2024-10-16 23:27:57.921834,2025-06-06 16:24:48.378531
21,2024-06-30,2024-08-14 00:00:00,S,VSCC,Y,0,-2395310077.0,563357843.0,221932876.0,,,,,-101858324.0,443283291.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000000000.0,350049095.0,,124650000.0,,,,,,,-1831952234.0,,84542465.0,108188469.0,,-170412086359.0,-5671957.0,,13536000.0,-34504788.0,,,,,,-334459387.0,,,,,,-30000000.0,-443283291.0,,,-170356097686.0,,,,,,,101858324.0,101858324.0,229600000000.0,,169600000000.0,,169600000000.0,-169600000000.0,,,-169600000000.0,,,229600000000.0,59345760638.0,1886070258.0,1886070258.0,,,,61231830896.0,61231830896.0,,,,597964194523.0,-589327386860.0,,,,,,,535944881548.0,,,,,842691722918.0,-842678153694.0,-7559567709.0,15087975567.0,15087975567.0,15087975567.0,,,,,,,,,,7528407858.0,7528407858.0,7514838634.0,,,,,,13569224.0,,,,,54894301.0,-552154826144.0,,2024-10-16 23:27:57.921834,2025-06-06 16:24:48.378531
